[2022-08-11 12:51:17,745][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2022-08-11 12:51:17,745][numexpr.utils][INFO] - NumExpr defaulting to 8 threads.
[2022-08-11 13:05:08,196][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:08,364][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:05:08,364][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:08,904][PML][INFO] - New best accuracy! 0.3687259117702732
[2022-08-11 13:05:09,112][PML][INFO] - TRAINING EPOCH 90
[2022-08-11 13:05:15,524][PML][INFO] - Evaluating epoch 90
[2022-08-11 13:05:15,525][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:05:17,459][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:05:17,461][PML][INFO] - running k-nn with k=46
[2022-08-11 13:05:17,461][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:17,627][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:05:17,627][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:18,214][PML][INFO] - New best accuracy! 0.37066319388858066
[2022-08-11 13:05:18,424][PML][INFO] - TRAINING EPOCH 91
[2022-08-11 13:05:24,803][PML][INFO] - Evaluating epoch 91
[2022-08-11 13:05:24,803][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:05:26,847][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:05:26,848][PML][INFO] - running k-nn with k=46
[2022-08-11 13:05:26,848][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:27,015][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:05:27,015][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:27,553][PML][INFO] - TRAINING EPOCH 92
[2022-08-11 13:05:33,987][PML][INFO] - Evaluating epoch 92
[2022-08-11 13:05:33,988][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:05:35,976][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:05:35,978][PML][INFO] - running k-nn with k=46
[2022-08-11 13:05:35,978][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:36,144][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:05:36,144][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:36,725][PML][INFO] - TRAINING EPOCH 93
[2022-08-11 13:05:43,132][PML][INFO] - Evaluating epoch 93
[2022-08-11 13:05:43,133][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:05:45,151][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:05:45,152][PML][INFO] - running k-nn with k=46
[2022-08-11 13:05:45,152][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:45,320][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:05:45,320][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:45,943][PML][INFO] - TRAINING EPOCH 94
[2022-08-11 13:05:52,423][PML][INFO] - Evaluating epoch 94
[2022-08-11 13:05:52,423][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:05:54,459][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:05:54,461][PML][INFO] - running k-nn with k=46
[2022-08-11 13:05:54,461][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:54,628][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:05:54,629][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:05:55,218][PML][INFO] - TRAINING EPOCH 95
[2022-08-11 13:06:01,599][PML][INFO] - Evaluating epoch 95
[2022-08-11 13:06:01,600][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:03,545][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:03,546][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:03,546][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:03,712][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:03,713][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:04,294][PML][INFO] - TRAINING EPOCH 96
[2022-08-11 13:06:10,675][PML][INFO] - Evaluating epoch 96
[2022-08-11 13:06:10,675][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:12,745][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:12,746][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:12,747][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:12,913][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:12,913][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:13,492][PML][INFO] - TRAINING EPOCH 97
[2022-08-11 13:06:19,846][PML][INFO] - Evaluating epoch 97
[2022-08-11 13:06:19,846][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:21,794][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:21,795][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:21,795][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:21,963][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:21,964][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:22,505][PML][INFO] - TRAINING EPOCH 98
[2022-08-11 13:06:28,871][PML][INFO] - Evaluating epoch 98
[2022-08-11 13:06:28,871][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:30,835][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:30,836][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:30,837][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:31,004][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:31,004][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:31,584][PML][INFO] - TRAINING EPOCH 99
[2022-08-11 13:06:38,069][PML][INFO] - Evaluating epoch 99
[2022-08-11 13:06:38,069][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:40,102][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:40,103][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:40,103][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:40,271][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:40,271][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:40,852][PML][INFO] - TRAINING EPOCH 100
[2022-08-11 13:06:47,211][PML][INFO] - Evaluating epoch 100
[2022-08-11 13:06:47,211][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:49,100][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:49,101][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:49,101][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:49,270][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:49,270][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:49,812][PML][INFO] - TRAINING EPOCH 101
[2022-08-11 13:06:56,175][PML][INFO] - Evaluating epoch 101
[2022-08-11 13:06:56,175][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:06:58,203][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:06:58,205][PML][INFO] - running k-nn with k=46
[2022-08-11 13:06:58,205][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:58,373][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:06:58,373][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:06:58,920][PML][INFO] - TRAINING EPOCH 102
[2022-08-11 13:07:05,313][PML][INFO] - Evaluating epoch 102
[2022-08-11 13:07:05,314][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:07:07,337][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:07:07,339][PML][INFO] - running k-nn with k=46
[2022-08-11 13:07:07,339][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:07,506][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:07:07,506][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:08,075][PML][INFO] - TRAINING EPOCH 103
[2022-08-11 13:07:14,425][PML][INFO] - Evaluating epoch 103
[2022-08-11 13:07:14,425][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:07:16,370][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:07:16,371][PML][INFO] - running k-nn with k=46
[2022-08-11 13:07:16,371][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:16,540][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:07:16,540][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:17,086][PML][INFO] - TRAINING EPOCH 104
[2022-08-11 13:07:23,570][PML][INFO] - Evaluating epoch 104
[2022-08-11 13:07:23,571][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:07:25,554][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:07:25,555][PML][INFO] - running k-nn with k=46
[2022-08-11 13:07:25,555][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:25,722][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:07:25,722][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:26,260][PML][INFO] - TRAINING EPOCH 105
[2022-08-11 13:07:32,640][PML][INFO] - Evaluating epoch 105
[2022-08-11 13:07:32,641][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:07:34,569][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:07:34,570][PML][INFO] - running k-nn with k=46
[2022-08-11 13:07:34,570][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:34,738][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:07:34,738][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:35,322][PML][INFO] - TRAINING EPOCH 106
[2022-08-11 13:07:41,683][PML][INFO] - Evaluating epoch 106
[2022-08-11 13:07:41,684][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:07:43,757][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:07:43,758][PML][INFO] - running k-nn with k=46
[2022-08-11 13:07:43,758][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:43,925][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:07:43,925][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:44,460][PML][INFO] - TRAINING EPOCH 107
[2022-08-11 13:07:50,833][PML][INFO] - Evaluating epoch 107
[2022-08-11 13:07:50,834][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:07:52,706][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:07:52,707][PML][INFO] - running k-nn with k=46
[2022-08-11 13:07:52,707][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:52,874][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:07:52,874][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:07:53,412][PML][INFO] - TRAINING EPOCH 108
[2022-08-11 13:07:59,766][PML][INFO] - Evaluating epoch 108
[2022-08-11 13:07:59,766][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:01,661][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:01,662][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:01,662][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:01,831][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:01,831][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:02,406][PML][INFO] - TRAINING EPOCH 109
[2022-08-11 13:08:08,827][PML][INFO] - Evaluating epoch 109
[2022-08-11 13:08:08,827][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:10,843][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:10,844][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:10,845][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:11,012][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:11,012][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:11,551][PML][INFO] - TRAINING EPOCH 110
[2022-08-11 13:08:17,904][PML][INFO] - Evaluating epoch 110
[2022-08-11 13:08:17,904][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:19,893][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:19,894][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:19,895][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:20,062][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:20,062][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:20,601][PML][INFO] - New best accuracy! 0.3712206247671551
[2022-08-11 13:08:20,808][PML][INFO] - TRAINING EPOCH 111
[2022-08-11 13:08:27,222][PML][INFO] - Evaluating epoch 111
[2022-08-11 13:08:27,223][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:29,241][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:29,243][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:29,243][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:29,410][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:29,410][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:29,953][PML][INFO] - TRAINING EPOCH 112
[2022-08-11 13:08:36,359][PML][INFO] - Evaluating epoch 112
[2022-08-11 13:08:36,360][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:38,307][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:38,308][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:38,308][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:38,475][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:38,475][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:39,012][PML][INFO] - TRAINING EPOCH 113
[2022-08-11 13:08:45,418][PML][INFO] - Evaluating epoch 113
[2022-08-11 13:08:45,418][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:47,411][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:47,413][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:47,413][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:47,580][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:47,580][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:48,121][PML][INFO] - TRAINING EPOCH 114
[2022-08-11 13:08:54,516][PML][INFO] - Evaluating epoch 114
[2022-08-11 13:08:54,516][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:08:56,532][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:08:56,533][PML][INFO] - running k-nn with k=46
[2022-08-11 13:08:56,533][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:56,700][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:08:56,701][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:08:57,263][PML][INFO] - TRAINING EPOCH 115
[2022-08-11 13:09:03,627][PML][INFO] - Evaluating epoch 115
[2022-08-11 13:09:03,628][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:09:05,627][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:09:05,629][PML][INFO] - running k-nn with k=46
[2022-08-11 13:09:05,629][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:05,797][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:09:05,797][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:06,364][PML][INFO] - TRAINING EPOCH 116
[2022-08-11 13:09:12,708][PML][INFO] - Evaluating epoch 116
[2022-08-11 13:09:12,709][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:09:14,678][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:09:14,680][PML][INFO] - running k-nn with k=46
[2022-08-11 13:09:14,680][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:14,847][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:09:14,847][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:15,390][PML][INFO] - TRAINING EPOCH 117
[2022-08-11 13:09:21,806][PML][INFO] - Evaluating epoch 117
[2022-08-11 13:09:21,806][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:09:23,805][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:09:23,807][PML][INFO] - running k-nn with k=46
[2022-08-11 13:09:23,807][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:23,973][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:09:23,973][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:24,532][PML][INFO] - TRAINING EPOCH 118
[2022-08-11 13:09:30,898][PML][INFO] - Evaluating epoch 118
[2022-08-11 13:09:30,899][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:09:32,837][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:09:32,839][PML][INFO] - running k-nn with k=46
[2022-08-11 13:09:32,839][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:33,006][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:09:33,006][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:33,546][PML][INFO] - TRAINING EPOCH 119
[2022-08-11 13:09:39,948][PML][INFO] - Evaluating epoch 119
[2022-08-11 13:09:39,949][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:09:42,018][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:09:42,019][PML][INFO] - running k-nn with k=46
[2022-08-11 13:09:42,019][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:42,186][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:09:42,186][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:42,720][PML][INFO] - TRAINING EPOCH 120
[2022-08-11 13:09:49,070][PML][INFO] - Evaluating epoch 120
[2022-08-11 13:09:49,071][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:09:51,031][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:09:51,032][PML][INFO] - running k-nn with k=46
[2022-08-11 13:09:51,033][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:51,200][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:09:51,200][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:09:51,736][PML][INFO] - TRAINING EPOCH 121
[2022-08-11 13:09:58,120][PML][INFO] - Evaluating epoch 121
[2022-08-11 13:09:58,120][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:00,072][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:00,074][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:00,074][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:00,241][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:00,242][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:00,823][PML][INFO] - TRAINING EPOCH 122
[2022-08-11 13:10:07,299][PML][INFO] - Evaluating epoch 122
[2022-08-11 13:10:07,299][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:09,261][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:09,263][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:09,263][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:09,430][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:09,430][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:10,017][PML][INFO] - TRAINING EPOCH 123
[2022-08-11 13:10:16,371][PML][INFO] - Evaluating epoch 123
[2022-08-11 13:10:16,371][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:18,345][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:18,346][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:18,346][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:18,514][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:18,514][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:19,052][PML][INFO] - TRAINING EPOCH 124
[2022-08-11 13:10:25,404][PML][INFO] - Evaluating epoch 124
[2022-08-11 13:10:25,405][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:27,356][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:27,358][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:27,358][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:27,527][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:27,527][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:28,070][PML][INFO] - New best accuracy! 0.3729830745541048
[2022-08-11 13:10:28,279][PML][INFO] - TRAINING EPOCH 125
[2022-08-11 13:10:34,690][PML][INFO] - Evaluating epoch 125
[2022-08-11 13:10:34,691][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:36,716][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:36,717][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:36,717][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:36,886][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:36,886][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:37,427][PML][INFO] - TRAINING EPOCH 126
[2022-08-11 13:10:43,823][PML][INFO] - Evaluating epoch 126
[2022-08-11 13:10:43,824][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:45,796][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:45,798][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:45,798][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:45,966][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:45,966][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:46,546][PML][INFO] - New best accuracy! 0.373162471255063
[2022-08-11 13:10:46,755][PML][INFO] - TRAINING EPOCH 127
[2022-08-11 13:10:53,141][PML][INFO] - Evaluating epoch 127
[2022-08-11 13:10:53,142][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:10:55,213][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:10:55,214][PML][INFO] - running k-nn with k=46
[2022-08-11 13:10:55,214][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:55,382][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:10:55,382][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:10:55,925][PML][INFO] - TRAINING EPOCH 128
[2022-08-11 13:11:02,249][PML][INFO] - Evaluating epoch 128
[2022-08-11 13:11:02,250][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:04,194][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:04,196][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:04,196][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:04,363][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:04,363][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:04,949][PML][INFO] - TRAINING EPOCH 129
[2022-08-11 13:11:11,291][PML][INFO] - Evaluating epoch 129
[2022-08-11 13:11:11,291][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:13,238][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:13,240][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:13,240][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:13,407][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:13,407][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:13,946][PML][INFO] - TRAINING EPOCH 130
[2022-08-11 13:11:20,317][PML][INFO] - Evaluating epoch 130
[2022-08-11 13:11:20,318][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:22,241][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:22,242][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:22,242][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:22,409][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:22,409][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:22,986][PML][INFO] - TRAINING EPOCH 131
[2022-08-11 13:11:29,341][PML][INFO] - Evaluating epoch 131
[2022-08-11 13:11:29,341][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:31,352][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:31,353][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:31,353][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:31,520][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:31,520][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:32,062][PML][INFO] - TRAINING EPOCH 132
[2022-08-11 13:11:38,526][PML][INFO] - Evaluating epoch 132
[2022-08-11 13:11:38,526][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:40,672][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:40,674][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:40,674][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:40,841][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:40,841][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:41,421][PML][INFO] - TRAINING EPOCH 133
[2022-08-11 13:11:47,773][PML][INFO] - Evaluating epoch 133
[2022-08-11 13:11:47,774][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:49,649][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:49,651][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:49,651][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:49,819][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:49,819][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:50,361][PML][INFO] - TRAINING EPOCH 134
[2022-08-11 13:11:56,735][PML][INFO] - Evaluating epoch 134
[2022-08-11 13:11:56,736][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:11:58,681][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:11:58,682][PML][INFO] - running k-nn with k=46
[2022-08-11 13:11:58,682][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:58,849][PML][INFO] - running k-means clustering with k=89
[2022-08-11 13:11:58,850][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:11:59,426][PML][INFO] - TRAINING EPOCH 135
[2022-08-11 13:12:05,806][PML][INFO] - Evaluating epoch 135
[2022-08-11 13:12:05,807][PML][INFO] - Getting embeddings for the val split
[2022-08-11 13:12:07,944][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2022-08-11 13:12:07,945][PML][INFO] - running k-nn with k=46
[2022-08-11 13:12:07,945][PML][INFO] - embedding dimensionality is 128
[2022-08-11 13:12:08,112][PML][INFO] - running k-means clustering with k=89
